GEOID,B23022_001E,B23022_002E,B23022_003E,B23022_004E,B23022_005E,B23022_006E,B23022_007E,B23022_008E,B23022_009E,B23022_010E,B23022_011E,B23022_012E,B23022_013E,B23022_014E,B23022_015E,B23022_016E,B23022_017E,B23022_018E,B23022_019E,B23022_020E,B23022_021E,B23022_022E,B23022_023E,B23022_024E,B23022_025E,B23022_026E,B23022_027E,B23022_028E,B23022_029E,B23022_030E,B23022_031E,B23022_032E,B23022_033E,B23022_034E,B23022_035E,B23022_036E,B23022_037E,B23022_038E,B23022_039E,B23022_040E,B23022_041E,B23022_042E,B23022_043E,B23022_044E,B23022_045E,B23022_046E,B23022_047E,B23022_048E,B23022_049E
37081016303,1853.0,972.0,758.0,653.0,591.0,0.0,52.0,0.0,10.0,0.0,72.0,54.0,0.0,11.0,0.0,3.0,4.0,33.0,25.0,0.0,0.0,0.0,0.0,8.0,214.0,881.0,633.0,496.0,401.0,24.0,26.0,25.0,0.0,20.0,126.0,86.0,0.0,13.0,0.0,27.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,248.0
37081016304,2262.0,1112.0,961.0,868.0,759.0,22.0,49.0,0.0,38.0,0.0,52.0,16.0,8.0,0.0,1.0,27.0,0.0,41.0,0.0,0.0,10.0,0.0,0.0,31.0,151.0,1150.0,903.0,662.0,617.0,16.0,17.0,0.0,0.0,12.0,171.0,82.0,0.0,17.0,17.0,28.0,27.0,70.0,14.0,0.0,0.0,8.0,31.0,17.0,247.0
37081016305,2182.0,1070.0,952.0,799.0,628.0,22.0,37.0,44.0,11.0,57.0,138.0,120.0,0.0,9.0,0.0,9.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,8.0,118.0,1112.0,850.0,621.0,554.0,0.0,22.0,20.0,25.0,0.0,121.0,37.0,13.0,0.0,44.0,20.0,7.0,108.0,97.0,0.0,0.0,6.0,0.0,5.0,262.0
37081016306,3505.0,1749.0,1495.0,1330.0,1177.0,0.0,68.0,46.0,0.0,39.0,121.0,77.0,0.0,0.0,10.0,34.0,0.0,44.0,0.0,0.0,0.0,19.0,25.0,0.0,254.0,1756.0,1161.0,1053.0,798.0,46.0,180.0,0.0,0.0,29.0,108.0,78.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0
37081016405,1063.0,622.0,554.0,469.0,354.0,0.0,80.0,29.0,6.0,0.0,79.0,27.0,0.0,31.0,7.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,68.0,441.0,319.0,254.0,222.0,0.0,8.0,8.0,0.0,16.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,122.0
37081016406,2981.0,1480.0,1390.0,1291.0,1187.0,0.0,73.0,31.0,0.0,0.0,78.0,0.0,26.0,0.0,52.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,8.0,13.0,90.0,1501.0,1083.0,877.0,722.0,33.0,32.0,58.0,23.0,9.0,206.0,109.0,0.0,0.0,52.0,34.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0
37081016407,3283.0,1644.0,1545.0,1326.0,1200.0,8.0,35.0,10.0,8.0,65.0,190.0,39.0,0.0,34.0,78.0,18.0,21.0,29.0,0.0,0.0,0.0,0.0,11.0,18.0,99.0,1639.0,1227.0,894.0,684.0,0.0,54.0,23.0,45.0,88.0,237.0,118.0,0.0,27.0,18.0,24.0,50.0,96.0,44.0,0.0,7.0,0.0,0.0,45.0,412.0
37081016408,980.0,465.0,420.0,376.0,342.0,15.0,5.0,14.0,0.0,0.0,24.0,6.0,0.0,12.0,6.0,0.0,0.0,20.0,8.0,0.0,0.0,6.0,0.0,6.0,45.0,515.0,352.0,249.0,217.0,6.0,13.0,13.0,0.0,0.0,74.0,32.0,0.0,8.0,5.0,0.0,29.0,29.0,6.0,0.0,0.0,6.0,0.0,17.0,163.0
37081016409,1205.0,615.0,559.0,472.0,427.0,7.0,38.0,0.0,0.0,0.0,87.0,27.0,0.0,17.0,16.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,590.0,442.0,323.0,258.0,0.0,27.0,0.0,0.0,38.0,81.0,44.0,0.0,0.0,24.0,6.0,7.0,38.0,0.0,0.0,11.0,7.0,18.0,2.0,148.0
37081016410,3480.0,1485.0,1386.0,996.0,789.0,0.0,20.0,16.0,39.0,132.0,389.0,73.0,0.0,236.0,39.0,0.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0,1995.0,1657.0,1183.0,876.0,0.0,229.0,0.0,38.0,40.0,265.0,134.0,0.0,0.0,0.0,66.0,65.0,209.0,3.0,0.0,35.0,0.0,0.0,171.0,338.0
37081016502,4043.0,2001.0,1556.0,1235.0,996.0,102.0,83.0,6.0,48.0,0.0,244.0,137.0,0.0,0.0,0.0,0.0,107.0,77.0,30.0,0.0,0.0,0.0,47.0,0.0,445.0,2042.0,1508.0,1026.0,746.0,17.0,125.0,43.0,33.0,62.0,448.0,201.0,0.0,7.0,50.0,26.0,164.0,34.0,0.0,0.0,0.0,17.0,0.0,17.0,534.0
37081016503,4354.0,1833.0,1591.0,1454.0,1298.0,55.0,0.0,83.0,0.0,18.0,137.0,63.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,2521.0,2296.0,1791.0,1507.0,11.0,155.0,118.0,0.0,0.0,505.0,244.0,0.0,99.0,126.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
37081016505,3470.0,1654.0,1331.0,1202.0,931.0,22.0,45.0,204.0,0.0,0.0,72.0,0.0,0.0,14.0,0.0,13.0,45.0,57.0,0.0,0.0,0.0,0.0,41.0,16.0,323.0,1816.0,1563.0,1078.0,927.0,0.0,57.0,0.0,80.0,14.0,405.0,182.0,14.0,87.0,0.0,0.0,122.0,80.0,41.0,0.0,0.0,0.0,0.0,39.0,253.0
37081016506,3482.0,1746.0,1533.0,1236.0,1126.0,8.0,24.0,36.0,9.0,33.0,278.0,186.0,0.0,0.0,84.0,8.0,0.0,19.0,9.0,0.0,0.0,10.0,0.0,0.0,213.0,1736.0,1336.0,1126.0,923.0,11.0,105.0,18.0,9.0,60.0,210.0,179.0,0.0,22.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0
37081016600,1273.0,606.0,478.0,401.0,357.0,2.0,4.0,2.0,4.0,32.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,46.0,13.0,0.0,7.0,9.0,0.0,128.0,667.0,462.0,338.0,244.0,0.0,32.0,13.0,26.0,23.0,75.0,59.0,0.0,8.0,8.0,0.0,0.0,49.0,23.0,0.0,0.0,0.0,16.0,10.0,205.0
37081016701,4749.0,2014.0,1614.0,1430.0,1265.0,16.0,148.0,0.0,1.0,0.0,153.0,74.0,0.0,24.0,45.0,10.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,400.0,2735.0,2007.0,1532.0,1178.0,236.0,82.0,0.0,0.0,36.0,475.0,125.0,0.0,9.0,184.0,51.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0
37081016702,2142.0,1141.0,949.0,795.0,719.0,0.0,76.0,0.0,0.0,0.0,113.0,79.0,0.0,14.0,17.0,3.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,192.0,1001.0,637.0,482.0,388.0,0.0,11.0,39.0,6.0,38.0,142.0,43.0,0.0,50.0,20.0,8.0,21.0,13.0,6.0,0.0,0.0,0.0,0.0,7.0,364.0
37081016800,4963.0,2615.0,2140.0,1880.0,1640.0,0.0,48.0,35.0,125.0,32.0,236.0,54.0,0.0,56.0,0.0,57.0,69.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,475.0,2348.0,1752.0,1377.0,1123.0,81.0,69.0,33.0,0.0,71.0,341.0,238.0,0.0,0.0,0.0,0.0,103.0,34.0,0.0,0.0,12.0,0.0,0.0,22.0,596.0
37081016900,2899.0,1256.0,1058.0,961.0,843.0,12.0,48.0,43.0,15.0,0.0,74.0,54.0,0.0,11.0,0.0,0.0,9.0,23.0,14.0,0.0,0.0,9.0,0.0,0.0,198.0,1643.0,1281.0,860.0,694.0,0.0,57.0,67.0,0.0,42.0,341.0,127.0,24.0,0.0,138.0,8.0,44.0,80.0,0.0,0.0,72.0,0.0,8.0,0.0,362.0
37081017000,2831.0,1431.0,1254.0,1088.0,944.0,0.0,38.0,24.0,82.0,0.0,114.0,44.0,0.0,60.0,0.0,0.0,10.0,52.0,9.0,0.0,10.0,0.0,0.0,33.0,177.0,1400.0,980.0,763.0,704.0,0.0,17.0,14.0,20.0,8.0,187.0,88.0,31.0,16.0,18.0,34.0,0.0,30.0,0.0,0.0,14.0,0.0,8.0,8.0,420.0
37081017101,3056.0,1550.0,1406.0,1130.0,1130.0,0.0,0.0,0.0,0.0,0.0,276.0,223.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,1506.0,1153.0,887.0,870.0,0.0,0.0,17.0,0.0,0.0,224.0,131.0,0.0,30.0,35.0,28.0,0.0,42.0,0.0,0.0,21.0,21.0,0.0,0.0,353.0
37081017102,1799.0,994.0,851.0,783.0,696.0,17.0,0.0,0.0,0.0,70.0,49.0,22.0,0.0,27.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,143.0,805.0,648.0,504.0,504.0,0.0,0.0,0.0,0.0,0.0,90.0,55.0,20.0,15.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,53.0,0.0,0.0,157.0
37081017200,5265.0,2689.0,2305.0,2077.0,1921.0,39.0,16.0,0.0,84.0,17.0,179.0,71.0,0.0,11.0,45.0,52.0,0.0,49.0,18.0,0.0,0.0,8.0,23.0,0.0,384.0,2576.0,1849.0,1390.0,1318.0,30.0,29.0,0.0,13.0,0.0,436.0,251.0,0.0,71.0,21.0,20.0,73.0,23.0,15.0,0.0,0.0,0.0,0.0,8.0,727.0
37081980100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37083930100,1830.0,910.0,492.0,419.0,368.0,10.0,5.0,13.0,0.0,23.0,68.0,54.0,0.0,0.0,0.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,418.0,920.0,501.0,411.0,311.0,34.0,9.0,42.0,7.0,8.0,76.0,45.0,0.0,0.0,2.0,3.0,26.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,419.0
37083930200,2610.0,1302.0,893.0,794.0,631.0,0.0,65.0,0.0,53.0,45.0,71.0,31.0,0.0,0.0,0.0,40.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,409.0,1308.0,1005.0,874.0,778.0,0.0,81.0,0.0,15.0,0.0,116.0,17.0,24.0,0.0,0.0,19.0,56.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,303.0
37083930300,2853.0,1439.0,1132.0,745.0,744.0,0.0,0.0,0.0,1.0,0.0,211.0,90.0,0.0,0.0,21.0,0.0,100.0,176.0,91.0,0.0,0.0,7.0,0.0,78.0,307.0,1414.0,1077.0,874.0,667.0,20.0,163.0,9.0,0.0,15.0,106.0,91.0,0.0,0.0,0.0,0.0,15.0,97.0,43.0,0.0,16.0,17.0,10.0,11.0,337.0
37083930400,2191.0,1174.0,708.0,601.0,503.0,0.0,44.0,36.0,0.0,18.0,101.0,5.0,0.0,5.0,66.0,25.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,466.0,1017.0,585.0,527.0,416.0,0.0,16.0,48.0,34.0,13.0,53.0,40.0,0.0,0.0,13.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,432.0
37083930501,2744.0,1186.0,808.0,695.0,603.0,0.0,0.0,58.0,34.0,0.0,55.0,27.0,0.0,0.0,0.0,28.0,0.0,58.0,45.0,0.0,0.0,0.0,13.0,0.0,378.0,1558.0,782.0,619.0,528.0,13.0,13.0,30.0,23.0,12.0,22.0,8.0,0.0,0.0,0.0,14.0,0.0,141.0,57.0,0.0,20.0,0.0,0.0,64.0,776.0
37083930503,971.0,414.0,245.0,220.0,208.0,0.0,0.0,12.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,557.0,290.0,232.0,223.0,0.0,0.0,9.0,0.0,0.0,58.0,48.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0
37083930504,2076.0,808.0,524.0,382.0,347.0,0.0,0.0,22.0,12.0,1.0,141.0,22.0,6.0,0.0,0.0,0.0,113.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,284.0,1268.0,756.0,520.0,457.0,0.0,12.0,9.0,28.0,14.0,235.0,223.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,512.0
37083930600,2242.0,1079.0,977.0,853.0,801.0,0.0,25.0,0.0,0.0,27.0,86.0,66.0,0.0,7.0,0.0,0.0,13.0,38.0,11.0,0.0,10.0,0.0,0.0,17.0,102.0,1163.0,720.0,500.0,428.0,9.0,0.0,35.0,20.0,8.0,205.0,128.0,0.0,24.0,15.0,0.0,38.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,443.0
37083930701,768.0,359.0,234.0,226.0,204.0,0.0,0.0,0.0,22.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,409.0,207.0,151.0,121.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,11.0,0.0,0.0,0.0,0.0,45.0,202.0
37083930702,1283.0,616.0,436.0,351.0,294.0,0.0,3.0,0.0,54.0,0.0,78.0,4.0,0.0,0.0,6.0,37.0,31.0,7.0,0.0,0.0,2.0,0.0,0.0,5.0,180.0,667.0,409.0,366.0,307.0,4.0,50.0,0.0,5.0,0.0,43.0,24.0,1.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0
37083930800,2980.0,1565.0,987.0,868.0,716.0,17.0,26.0,58.0,8.0,43.0,111.0,92.0,0.0,0.0,4.0,5.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,578.0,1415.0,912.0,745.0,655.0,5.0,35.0,33.0,5.0,12.0,161.0,55.0,11.0,72.0,5.0,5.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,503.0
37083930901,822.0,349.0,132.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,14.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,217.0,473.0,358.0,278.0,144.0,0.0,18.0,0.0,0.0,116.0,44.0,6.0,0.0,11.0,0.0,27.0,0.0,36.0,0.0,0.0,0.0,0.0,17.0,19.0,115.0
37083930902,1794.0,922.0,627.0,422.0,261.0,0.0,35.0,65.0,15.0,46.0,134.0,32.0,0.0,10.0,11.0,25.0,56.0,71.0,19.0,0.0,0.0,0.0,39.0,13.0,295.0,872.0,429.0,349.0,275.0,11.0,15.0,38.0,8.0,2.0,80.0,35.0,0.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0
37083931000,1909.0,1272.0,436.0,341.0,272.0,0.0,0.0,13.0,0.0,56.0,64.0,51.0,0.0,0.0,0.0,0.0,13.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,836.0,637.0,459.0,417.0,375.0,0.0,11.0,0.0,0.0,31.0,42.0,6.0,0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0
37083931101,568.0,344.0,263.0,203.0,160.0,0.0,0.0,0.0,29.0,14.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,5.0,81.0,224.0,117.0,65.0,58.0,0.0,0.0,7.0,0.0,0.0,38.0,5.0,0.0,0.0,0.0,15.0,18.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,107.0
37083931102,1984.0,975.0,568.0,463.0,420.0,0.0,2.0,41.0,0.0,0.0,83.0,40.0,0.0,0.0,0.0,12.0,31.0,22.0,0.0,0.0,0.0,7.0,6.0,9.0,407.0,1009.0,384.0,334.0,285.0,0.0,6.0,43.0,0.0,0.0,36.0,10.0,0.0,0.0,0.0,0.0,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,625.0
37085070100,2724.0,1361.0,965.0,696.0,615.0,10.0,14.0,16.0,18.0,23.0,244.0,106.0,2.0,7.0,13.0,5.0,111.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,396.0,1363.0,892.0,650.0,511.0,35.0,17.0,33.0,6.0,48.0,201.0,139.0,0.0,19.0,32.0,3.0,8.0,41.0,29.0,0.0,0.0,2.0,0.0,10.0,471.0
37085070200,1666.0,782.0,556.0,406.0,378.0,0.0,17.0,8.0,1.0,2.0,127.0,51.0,0.0,9.0,3.0,40.0,24.0,23.0,6.0,0.0,17.0,0.0,0.0,0.0,226.0,884.0,643.0,453.0,383.0,3.0,18.0,9.0,9.0,31.0,166.0,150.0,0.0,0.0,2.0,6.0,8.0,24.0,15.0,0.0,0.0,0.0,3.0,6.0,241.0
37085070300,2565.0,1212.0,935.0,789.0,678.0,12.0,23.0,16.0,11.0,49.0,116.0,71.0,0.0,4.0,0.0,18.0,23.0,30.0,20.0,0.0,0.0,0.0,0.0,10.0,277.0,1353.0,863.0,706.0,636.0,3.0,21.0,10.0,13.0,23.0,138.0,84.0,2.0,3.0,16.0,20.0,13.0,19.0,13.0,0.0,0.0,2.0,0.0,4.0,490.0
37085070401,2272.0,1082.0,890.0,792.0,737.0,0.0,17.0,0.0,33.0,5.0,35.0,9.0,0.0,5.0,0.0,18.0,3.0,63.0,36.0,0.0,0.0,0.0,27.0,0.0,192.0,1190.0,932.0,686.0,575.0,11.0,30.0,39.0,29.0,2.0,204.0,172.0,0.0,10.0,0.0,18.0,4.0,42.0,22.0,0.0,0.0,13.0,2.0,5.0,258.0
37085070402,4834.0,2505.0,1976.0,1789.0,1491.0,51.0,63.0,102.0,63.0,19.0,151.0,19.0,8.0,18.0,50.0,37.0,19.0,36.0,25.0,0.0,0.0,4.0,7.0,0.0,529.0,2329.0,1491.0,1164.0,996.0,0.0,13.0,0.0,133.0,22.0,298.0,166.0,0.0,28.0,30.0,48.0,26.0,29.0,2.0,0.0,0.0,0.0,0.0,27.0,838.0
37085070500,3466.0,1619.0,1199.0,1080.0,958.0,0.0,11.0,15.0,35.0,61.0,108.0,32.0,2.0,16.0,8.0,26.0,24.0,11.0,4.0,0.0,0.0,0.0,0.0,7.0,420.0,1847.0,1301.0,993.0,865.0,9.0,18.0,5.0,54.0,42.0,281.0,155.0,0.0,23.0,52.0,11.0,40.0,27.0,11.0,0.0,4.0,2.0,0.0,10.0,546.0
37085070600,3086.0,1690.0,1180.0,962.0,890.0,4.0,20.0,36.0,0.0,12.0,175.0,83.0,5.0,9.0,0.0,9.0,69.0,43.0,27.0,0.0,0.0,0.0,16.0,0.0,510.0,1396.0,848.0,664.0,613.0,0.0,0.0,32.0,19.0,0.0,134.0,68.0,0.0,0.0,19.0,27.0,20.0,50.0,36.0,0.0,0.0,0.0,9.0,5.0,548.0
37085070700,4065.0,2561.0,1621.0,1187.0,958.0,8.0,60.0,72.0,39.0,50.0,319.0,127.0,0.0,41.0,3.0,42.0,106.0,115.0,77.0,0.0,11.0,10.0,9.0,8.0,940.0,1504.0,1153.0,831.0,751.0,10.0,25.0,22.0,13.0,10.0,300.0,168.0,0.0,32.0,25.0,15.0,60.0,22.0,4.0,0.0,0.0,3.0,5.0,10.0,351.0
37085070801,1300.0,572.0,481.0,399.0,338.0,0.0,9.0,4.0,25.0,23.0,41.0,28.0,0.0,0.0,0.0,1.0,12.0,41.0,0.0,0.0,2.0,5.0,16.0,18.0,91.0,728.0,512.0,403.0,364.0,0.0,0.0,34.0,0.0,5.0,83.0,38.0,0.0,4.0,0.0,32.0,9.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,216.0
37085070802,4343.0,2189.0,1583.0,1069.0,662.0,11.0,37.0,50.0,122.0,187.0,361.0,84.0,0.0,15.0,22.0,74.0,166.0,153.0,20.0,0.0,12.0,31.0,68.0,22.0,606.0,2154.0,1402.0,767.0,499.0,0.0,81.0,43.0,82.0,62.0,451.0,46.0,0.0,65.0,48.0,107.0,185.0,184.0,43.0,0.0,14.0,37.0,36.0,54.0,752.0
37085070901,2153.0,975.0,840.0,758.0,586.0,98.0,16.0,0.0,16.0,42.0,53.0,0.0,0.0,0.0,26.0,0.0,27.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,135.0,1178.0,660.0,447.0,389.0,0.0,17.0,0.0,33.0,8.0,209.0,40.0,61.0,0.0,0.0,95.0,13.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,518.0
37085070902,1247.0,607.0,507.0,468.0,353.0,0.0,48.0,36.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,20.0,0.0,0.0,0.0,19.0,0.0,100.0,640.0,404.0,267.0,239.0,2.0,16.0,0.0,10.0,0.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,236.0
37085070903,1861.0,862.0,740.0,672.0,598.0,20.0,20.0,31.0,0.0,3.0,45.0,18.0,0.0,12.0,10.0,5.0,0.0,23.0,15.0,0.0,8.0,0.0,0.0,0.0,122.0,999.0,741.0,662.0,651.0,0.0,11.0,0.0,0.0,0.0,65.0,32.0,0.0,0.0,9.0,12.0,12.0,14.0,3.0,0.0,11.0,0.0,0.0,0.0,258.0
37085070904,2691.0,1320.0,1118.0,1033.0,896.0,0.0,0.0,4.0,66.0,67.0,67.0,13.0,0.0,5.0,30.0,12.0,7.0,18.0,4.0,0.0,0.0,0.0,7.0,7.0,202.0,1371.0,850.0,612.0,532.0,0.0,0.0,7.0,47.0,26.0,175.0,98.0,0.0,20.0,9.0,10.0,38.0,63.0,10.0,0.0,0.0,0.0,7.0,46.0,521.0
37085071002,2478.0,1206.0,953.0,875.0,831.0,0.0,15.0,23.0,6.0,0.0,42.0,33.0,0.0,0.0,0.0,9.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,253.0,1272.0,897.0,527.0,494.0,0.0,24.0,0.0,5.0,4.0,253.0,210.0,0.0,6.0,7.0,30.0,0.0,117.0,27.0,0.0,23.0,49.0,12.0,6.0,375.0
37085071003,2474.0,1180.0,929.0,776.0,655.0,46.0,17.0,57.0,1.0,0.0,87.0,29.0,0.0,0.0,31.0,0.0,27.0,66.0,38.0,0.0,0.0,0.0,0.0,28.0,251.0,1294.0,889.0,519.0,468.0,0.0,0.0,8.0,33.0,10.0,297.0,200.0,0.0,31.0,0.0,48.0,18.0,73.0,37.0,0.0,0.0,0.0,36.0,0.0,405.0
37085071004,1355.0,684.0,525.0,436.0,423.0,0.0,13.0,0.0,0.0,0.0,62.0,34.0,13.0,0.0,15.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,159.0,671.0,598.0,427.0,377.0,0.0,28.0,22.0,0.0,0.0,125.0,57.0,0.0,36.0,0.0,17.0,15.0,46.0,32.0,0.0,14.0,0.0,0.0,0.0,73.0
37085071101,2178.0,1125.0,776.0,731.0,652.0,20.0,27.0,5.0,27.0,0.0,45.0,15.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,1053.0,805.0,695.0,631.0,0.0,21.0,19.0,3.0,21.0,105.0,66.0,0.0,5.0,0.0,20.0,14.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,248.0
37085071102,3240.0,1725.0,1278.0,1059.0,899.0,0.0,62.0,52.0,0.0,46.0,189.0,7.0,0.0,12.0,56.0,96.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,447.0,1515.0,1016.0,796.0,680.0,8.0,16.0,60.0,0.0,32.0,180.0,116.0,0.0,49.0,15.0,0.0,0.0,40.0,16.0,0.0,0.0,0.0,0.0,24.0,499.0
37085071201,1721.0,875.0,722.0,631.0,592.0,4.0,7.0,6.0,7.0,15.0,75.0,30.0,0.0,0.0,13.0,0.0,32.0,16.0,8.0,0.0,0.0,0.0,0.0,8.0,153.0,846.0,497.0,351.0,257.0,0.0,0.0,30.0,42.0,22.0,117.0,96.0,0.0,3.0,3.0,11.0,4.0,29.0,10.0,0.0,0.0,4.0,15.0,0.0,349.0
37085071202,3023.0,1474.0,1153.0,1070.0,962.0,0.0,9.0,35.0,6.0,58.0,76.0,17.0,0.0,8.0,0.0,26.0,25.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,321.0,1549.0,948.0,588.0,459.0,14.0,21.0,14.0,17.0,63.0,323.0,130.0,31.0,28.0,40.0,40.0,54.0,37.0,10.0,0.0,0.0,4.0,4.0,19.0,601.0
37085071203,1815.0,837.0,657.0,594.0,534.0,0.0,19.0,11.0,0.0,30.0,52.0,20.0,0.0,0.0,11.0,6.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,180.0,978.0,585.0,386.0,327.0,0.0,15.0,13.0,4.0,27.0,172.0,77.0,5.0,25.0,28.0,33.0,4.0,27.0,9.0,0.0,7.0,11.0,0.0,0.0,393.0
37085071204,4773.0,2196.0,1830.0,1732.0,1313.0,70.0,36.0,208.0,54.0,51.0,71.0,23.0,3.0,0.0,6.0,23.0,16.0,27.0,17.0,0.0,0.0,0.0,4.0,6.0,366.0,2577.0,1394.0,945.0,876.0,0.0,34.0,18.0,17.0,0.0,362.0,172.0,1.0,68.0,4.0,22.0,95.0,87.0,23.0,0.0,0.0,0.0,2.0,62.0,1183.0
37085071301,2180.0,1127.0,836.0,731.0,679.0,0.0,23.0,0.0,19.0,10.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,86.0,7.0,0.0,0.0,0.0,0.0,79.0,291.0,1053.0,699.0,497.0,449.0,9.0,0.0,21.0,18.0,0.0,202.0,110.0,9.0,27.0,17.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0
37085071302,5418.0,3156.0,2493.0,1891.0,1727.0,0.0,14.0,84.0,10.0,56.0,436.0,353.0,0.0,15.0,53.0,0.0,15.0,166.0,0.0,0.0,0.0,20.0,123.0,23.0,663.0,2262.0,1627.0,1135.0,988.0,0.0,40.0,75.0,21.0,11.0,261.0,128.0,0.0,33.0,11.0,31.0,58.0,231.0,9.0,0.0,0.0,13.0,183.0,26.0,635.0
37085071303,6979.0,3452.0,3085.0,2780.0,2666.0,67.0,0.0,18.0,29.0,0.0,256.0,104.0,0.0,0.0,9.0,114.0,29.0,49.0,8.0,0.0,0.0,0.0,0.0,41.0,367.0,3527.0,2151.0,1519.0,1220.0,13.0,68.0,75.0,44.0,99.0,547.0,298.0,75.0,51.0,88.0,0.0,35.0,85.0,50.0,0.0,0.0,18.0,12.0,5.0,1376.0
