GEOID,B23022_001E,B23022_002E,B23022_003E,B23022_004E,B23022_005E,B23022_006E,B23022_007E,B23022_008E,B23022_009E,B23022_010E,B23022_011E,B23022_012E,B23022_013E,B23022_014E,B23022_015E,B23022_016E,B23022_017E,B23022_018E,B23022_019E,B23022_020E,B23022_021E,B23022_022E,B23022_023E,B23022_024E,B23022_025E,B23022_026E,B23022_027E,B23022_028E,B23022_029E,B23022_030E,B23022_031E,B23022_032E,B23022_033E,B23022_034E,B23022_035E,B23022_036E,B23022_037E,B23022_038E,B23022_039E,B23022_040E,B23022_041E,B23022_042E,B23022_043E,B23022_044E,B23022_045E,B23022_046E,B23022_047E,B23022_048E,B23022_049E
37001020100,2761.0,1355.0,1006.0,854.0,748.0,9.0,42.0,11.0,0.0,44.0,129.0,94.0,0.0,0.0,0.0,0.0,35.0,23.0,8.0,0.0,0.0,0.0,6.0,9.0,349.0,1406.0,981.0,735.0,555.0,40.0,9.0,49.0,0.0,82.0,212.0,181.0,0.0,7.0,0.0,24.0,0.0,34.0,0.0,0.0,0.0,26.0,0.0,8.0,425.0
37001020200,2810.0,1346.0,666.0,530.0,421.0,0.0,65.0,0.0,25.0,19.0,96.0,56.0,0.0,0.0,0.0,21.0,19.0,40.0,22.0,0.0,18.0,0.0,0.0,0.0,680.0,1464.0,991.0,773.0,658.0,21.0,48.0,0.0,25.0,21.0,184.0,76.0,0.0,0.0,38.0,46.0,24.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,473.0
37001020301,2163.0,1042.0,685.0,564.0,538.0,0.0,26.0,0.0,0.0,0.0,54.0,9.0,0.0,0.0,0.0,45.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,357.0,1121.0,730.0,650.0,607.0,18.0,0.0,25.0,0.0,0.0,80.0,65.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0
37001020302,2046.0,966.0,800.0,786.0,558.0,71.0,35.0,69.0,48.0,5.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,1080.0,648.0,533.0,533.0,0.0,0.0,0.0,0.0,0.0,101.0,68.0,0.0,0.0,0.0,0.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,432.0
37001020400,3799.0,1732.0,1148.0,821.0,675.0,0.0,12.0,29.0,105.0,0.0,311.0,269.0,0.0,0.0,19.0,13.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,584.0,2067.0,1618.0,1265.0,1120.0,75.0,13.0,48.0,0.0,9.0,253.0,67.0,0.0,36.0,58.0,0.0,92.0,100.0,18.0,26.0,8.0,48.0,0.0,0.0,449.0
37001020501,2616.0,1505.0,1141.0,1011.0,821.0,98.0,0.0,8.0,36.0,48.0,89.0,36.0,0.0,33.0,0.0,8.0,12.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,364.0,1111.0,971.0,588.0,467.0,0.0,44.0,0.0,0.0,77.0,318.0,131.0,16.0,17.0,6.0,80.0,68.0,65.0,9.0,0.0,0.0,0.0,47.0,9.0,140.0
37001020502,2632.0,1297.0,1094.0,1024.0,926.0,25.0,22.0,19.0,0.0,32.0,39.0,6.0,0.0,0.0,22.0,0.0,11.0,31.0,20.0,0.0,0.0,0.0,11.0,0.0,203.0,1335.0,981.0,752.0,516.0,0.0,18.0,99.0,65.0,54.0,198.0,143.0,0.0,0.0,14.0,2.0,39.0,31.0,13.0,0.0,0.0,0.0,0.0,18.0,354.0
37001020601,1730.0,843.0,708.0,656.0,648.0,0.0,8.0,0.0,0.0,0.0,27.0,0.0,10.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,0.0,4.0,8.0,13.0,135.0,887.0,774.0,548.0,490.0,23.0,35.0,0.0,0.0,0.0,169.0,115.0,0.0,40.0,5.0,0.0,9.0,57.0,16.0,0.0,18.0,11.0,0.0,12.0,113.0
37001020602,1248.0,620.0,454.0,383.0,369.0,0.0,14.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,166.0,628.0,529.0,446.0,382.0,0.0,39.0,25.0,0.0,0.0,69.0,48.0,0.0,0.0,9.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,99.0
37001020701,3625.0,1570.0,1184.0,914.0,855.0,16.0,0.0,0.0,2.0,41.0,176.0,14.0,0.0,31.0,42.0,68.0,21.0,94.0,0.0,0.0,43.0,0.0,33.0,18.0,386.0,2055.0,1673.0,1088.0,922.0,39.0,86.0,9.0,0.0,32.0,475.0,322.0,29.0,11.0,37.0,76.0,0.0,110.0,19.0,0.0,0.0,0.0,91.0,0.0,382.0
37001020702,3468.0,1545.0,1335.0,1128.0,1046.0,36.0,0.0,9.0,12.0,25.0,177.0,115.0,0.0,52.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,210.0,1923.0,1642.0,1344.0,1215.0,19.0,26.0,10.0,0.0,74.0,189.0,156.0,0.0,20.0,0.0,0.0,13.0,109.0,80.0,0.0,0.0,0.0,0.0,29.0,281.0
37001020801,1153.0,542.0,472.0,351.0,317.0,0.0,0.0,18.0,0.0,16.0,121.0,64.0,0.0,35.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,611.0,397.0,356.0,270.0,20.0,0.0,8.0,0.0,58.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,214.0
37001020802,3849.0,1874.0,1671.0,1439.0,1229.0,0.0,69.0,105.0,36.0,0.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,1975.0,1090.0,677.0,605.0,19.0,0.0,0.0,0.0,53.0,376.0,189.0,0.0,17.0,0.0,90.0,80.0,37.0,0.0,0.0,0.0,0.0,16.0,21.0,885.0
37001020901,2123.0,1019.0,900.0,778.0,744.0,0.0,25.0,9.0,0.0,0.0,122.0,77.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1104.0,855.0,738.0,668.0,43.0,27.0,0.0,0.0,0.0,105.0,46.0,7.0,22.0,14.0,9.0,7.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,249.0
37001020902,2698.0,1237.0,954.0,732.0,716.0,0.0,0.0,0.0,8.0,8.0,119.0,79.0,0.0,0.0,11.0,0.0,29.0,103.0,47.0,0.0,0.0,17.0,0.0,39.0,283.0,1461.0,1126.0,800.0,686.0,10.0,26.0,22.0,10.0,46.0,311.0,162.0,0.0,31.0,25.0,23.0,70.0,15.0,0.0,6.0,0.0,1.0,0.0,8.0,335.0
37001021000,2858.0,1230.0,921.0,777.0,594.0,0.0,90.0,28.0,0.0,65.0,98.0,71.0,0.0,0.0,9.0,4.0,14.0,46.0,19.0,0.0,0.0,0.0,0.0,27.0,309.0,1628.0,1107.0,872.0,673.0,52.0,2.0,9.0,79.0,57.0,219.0,93.0,0.0,0.0,20.0,16.0,90.0,16.0,5.0,0.0,0.0,0.0,0.0,11.0,521.0
37001021101,2057.0,1063.0,920.0,891.0,758.0,86.0,0.0,37.0,10.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,143.0,994.0,733.0,516.0,431.0,18.0,39.0,0.0,0.0,28.0,154.0,74.0,11.0,32.0,0.0,15.0,22.0,63.0,0.0,0.0,0.0,0.0,49.0,14.0,261.0
37001021102,2221.0,976.0,794.0,664.0,584.0,0.0,49.0,7.0,7.0,17.0,113.0,16.0,0.0,0.0,0.0,42.0,55.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,182.0,1245.0,930.0,727.0,605.0,0.0,30.0,0.0,61.0,31.0,97.0,59.0,18.0,0.0,11.0,9.0,0.0,106.0,0.0,0.0,0.0,0.0,22.0,84.0,315.0
37001021201,3748.0,1723.0,1340.0,1185.0,961.0,72.0,20.0,25.0,32.0,75.0,135.0,85.0,3.0,11.0,6.0,11.0,19.0,20.0,14.0,0.0,0.0,0.0,0.0,6.0,383.0,2025.0,1400.0,1019.0,905.0,0.0,38.0,26.0,2.0,48.0,301.0,175.0,0.0,15.0,9.0,84.0,18.0,80.0,68.0,0.0,0.0,0.0,0.0,12.0,625.0
37001021204,3212.0,1615.0,1389.0,1282.0,1225.0,2.0,6.0,0.0,12.0,37.0,78.0,68.0,0.0,6.0,0.0,0.0,4.0,29.0,11.0,0.0,0.0,7.0,11.0,0.0,226.0,1597.0,1128.0,876.0,785.0,11.0,21.0,34.0,25.0,0.0,213.0,135.0,0.0,66.0,0.0,12.0,0.0,39.0,21.0,0.0,0.0,0.0,7.0,11.0,469.0
37001021205,5413.0,2368.0,1807.0,1569.0,1361.0,21.0,187.0,0.0,0.0,0.0,162.0,46.0,0.0,116.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,76.0,561.0,3045.0,2374.0,2104.0,1729.0,11.0,138.0,73.0,153.0,0.0,250.0,31.0,0.0,0.0,24.0,45.0,150.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,671.0
37001021206,3668.0,1741.0,1461.0,1318.0,1124.0,66.0,64.0,3.0,46.0,15.0,127.0,18.0,0.0,0.0,30.0,49.0,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,280.0,1927.0,1587.0,967.0,847.0,0.0,16.0,43.0,11.0,50.0,592.0,229.0,0.0,40.0,62.0,72.0,189.0,28.0,11.0,0.0,0.0,0.0,0.0,17.0,340.0
37001021207,1745.0,792.0,661.0,597.0,571.0,0.0,3.0,0.0,0.0,23.0,51.0,34.0,9.0,8.0,0.0,0.0,0.0,13.0,0.0,1.0,12.0,0.0,0.0,0.0,131.0,953.0,664.0,487.0,414.0,26.0,5.0,12.0,30.0,0.0,176.0,80.0,0.0,0.0,65.0,24.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,289.0
37001021300,3989.0,2010.0,1672.0,1397.0,1090.0,9.0,122.0,32.0,47.0,97.0,253.0,170.0,5.0,41.0,10.0,3.0,24.0,22.0,7.0,0.0,2.0,0.0,0.0,13.0,338.0,1979.0,1575.0,1060.0,916.0,7.0,18.0,54.0,40.0,25.0,466.0,317.0,3.0,27.0,26.0,16.0,77.0,49.0,13.0,6.0,0.0,4.0,8.0,18.0,404.0
37001021400,1463.0,706.0,580.0,523.0,441.0,0.0,9.0,40.0,23.0,10.0,57.0,23.0,0.0,14.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,757.0,599.0,501.0,447.0,8.0,23.0,16.0,7.0,0.0,68.0,65.0,0.0,2.0,0.0,0.0,1.0,30.0,8.0,0.0,0.0,0.0,0.0,22.0,158.0
37001021500,3016.0,1546.0,1310.0,1178.0,1090.0,0.0,52.0,14.0,0.0,22.0,122.0,78.0,27.0,9.0,0.0,8.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,236.0,1470.0,1020.0,796.0,678.0,17.0,37.0,10.0,54.0,0.0,205.0,142.0,0.0,0.0,21.0,0.0,42.0,19.0,0.0,13.0,0.0,0.0,0.0,6.0,450.0
37001021600,5260.0,2218.0,1207.0,1164.0,1026.0,11.0,19.0,26.0,44.0,38.0,27.0,23.0,0.0,0.0,2.0,2.0,0.0,16.0,2.0,0.0,0.0,0.0,14.0,0.0,1011.0,3042.0,1327.0,1061.0,947.0,0.0,44.0,7.0,19.0,44.0,190.0,73.0,0.0,46.0,26.0,2.0,43.0,76.0,39.0,0.0,14.0,0.0,4.0,19.0,1715.0
37001021701,1795.0,901.0,735.0,683.0,569.0,48.0,41.0,15.0,0.0,10.0,52.0,31.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,894.0,686.0,467.0,375.0,0.0,21.0,55.0,0.0,16.0,138.0,55.0,0.0,14.0,26.0,0.0,43.0,81.0,0.0,0.0,0.0,9.0,52.0,20.0,208.0
37001021702,5248.0,2474.0,1671.0,1292.0,843.0,21.0,58.0,62.0,96.0,212.0,124.0,22.0,0.0,24.0,8.0,6.0,64.0,255.0,0.0,0.0,55.0,0.0,36.0,164.0,803.0,2774.0,1543.0,700.0,508.0,0.0,68.0,39.0,8.0,77.0,617.0,138.0,20.0,245.0,96.0,0.0,118.0,226.0,8.0,0.0,0.0,7.0,155.0,56.0,1231.0
37001021703,4833.0,2482.0,2107.0,1909.0,1835.0,13.0,42.0,19.0,0.0,0.0,160.0,77.0,0.0,39.0,0.0,44.0,0.0,38.0,0.0,0.0,0.0,0.0,21.0,17.0,375.0,2351.0,1950.0,1496.0,1057.0,100.0,123.0,11.0,174.0,31.0,415.0,365.0,0.0,16.0,0.0,0.0,34.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,401.0
37001021801,2842.0,1506.0,1200.0,1133.0,1032.0,30.0,19.0,2.0,35.0,15.0,54.0,29.0,0.0,13.0,6.0,0.0,6.0,13.0,0.0,0.0,0.0,5.0,8.0,0.0,306.0,1336.0,977.0,771.0,659.0,6.0,18.0,49.0,1.0,38.0,188.0,55.0,3.0,40.0,0.0,62.0,28.0,18.0,0.0,0.0,4.0,0.0,0.0,14.0,359.0
37001021802,2512.0,1144.0,945.0,864.0,821.0,0.0,43.0,0.0,0.0,0.0,64.0,36.0,0.0,7.0,0.0,0.0,21.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,199.0,1368.0,902.0,631.0,563.0,0.0,23.0,19.0,0.0,26.0,262.0,150.0,0.0,29.0,11.0,72.0,0.0,9.0,5.0,0.0,0.0,0.0,4.0,0.0,466.0
37001021803,2117.0,1094.0,864.0,745.0,668.0,0.0,1.0,28.0,48.0,0.0,119.0,75.0,0.0,0.0,32.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,1023.0,619.0,404.0,376.0,0.0,8.0,2.0,0.0,18.0,215.0,163.0,0.0,2.0,0.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0
37001021901,3072.0,1534.0,1325.0,1222.0,974.0,100.0,83.0,28.0,0.0,37.0,51.0,22.0,0.0,0.0,17.0,0.0,12.0,52.0,0.0,0.0,0.0,11.0,0.0,41.0,209.0,1538.0,1219.0,831.0,774.0,0.0,9.0,11.0,10.0,27.0,357.0,188.0,27.0,12.0,20.0,74.0,36.0,31.0,11.0,0.0,0.0,0.0,17.0,3.0,319.0
37001021902,2540.0,1347.0,1186.0,1038.0,861.0,0.0,78.0,10.0,50.0,39.0,129.0,90.0,0.0,13.0,12.0,8.0,6.0,19.0,8.0,0.0,0.0,11.0,0.0,0.0,161.0,1193.0,827.0,490.0,430.0,7.0,29.0,24.0,0.0,0.0,307.0,243.0,0.0,23.0,15.0,0.0,26.0,30.0,6.0,0.0,0.0,8.0,0.0,16.0,366.0
37001022001,2229.0,1052.0,917.0,695.0,643.0,4.0,24.0,10.0,0.0,14.0,174.0,70.0,0.0,63.0,7.0,25.0,9.0,48.0,3.0,0.0,0.0,21.0,18.0,6.0,135.0,1177.0,907.0,736.0,629.0,19.0,15.0,3.0,39.0,31.0,151.0,84.0,0.0,0.0,12.0,22.0,33.0,20.0,0.0,0.0,5.0,0.0,12.0,3.0,270.0
37001022002,2846.0,1478.0,1261.0,954.0,800.0,34.0,24.0,24.0,51.0,21.0,210.0,73.0,48.0,20.0,22.0,21.0,26.0,97.0,90.0,0.0,0.0,2.0,0.0,5.0,217.0,1368.0,984.0,750.0,660.0,10.0,15.0,4.0,3.0,58.0,113.0,71.0,15.0,0.0,8.0,8.0,11.0,121.0,3.0,0.0,56.0,2.0,16.0,44.0,384.0
37003040100,2112.0,1025.0,925.0,790.0,682.0,16.0,17.0,45.0,16.0,14.0,104.0,46.0,8.0,0.0,10.0,0.0,40.0,31.0,0.0,0.0,18.0,0.0,0.0,13.0,100.0,1087.0,528.0,303.0,280.0,0.0,10.0,6.0,7.0,0.0,200.0,148.0,4.0,0.0,0.0,20.0,28.0,25.0,0.0,0.0,0.0,17.0,8.0,0.0,559.0
37003040200,2290.0,1126.0,949.0,860.0,716.0,129.0,0.0,0.0,5.0,10.0,89.0,65.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,1164.0,934.0,731.0,532.0,104.0,35.0,60.0,0.0,0.0,165.0,59.0,9.0,11.0,64.0,12.0,10.0,38.0,0.0,0.0,0.0,0.0,11.0,27.0,230.0
37003040300,1753.0,937.0,689.0,598.0,555.0,13.0,30.0,0.0,0.0,0.0,80.0,41.0,12.0,27.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,248.0,816.0,580.0,405.0,320.0,0.0,35.0,12.0,0.0,38.0,135.0,100.0,0.0,8.0,11.0,7.0,9.0,40.0,22.0,0.0,0.0,6.0,0.0,12.0,236.0
37003040400,3473.0,1637.0,1361.0,1121.0,1106.0,0.0,0.0,0.0,15.0,0.0,235.0,170.0,0.0,14.0,6.0,27.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,276.0,1836.0,1330.0,1026.0,955.0,3.0,31.0,0.0,9.0,28.0,235.0,164.0,0.0,15.0,22.0,0.0,34.0,69.0,19.0,3.0,0.0,0.0,23.0,24.0,506.0
37003040500,4167.0,2174.0,1673.0,1452.0,1075.0,0.0,191.0,62.0,0.0,124.0,207.0,98.0,109.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,501.0,1993.0,1669.0,1208.0,1095.0,11.0,9.0,70.0,0.0,23.0,313.0,278.0,0.0,0.0,0.0,0.0,35.0,148.0,0.0,0.0,0.0,90.0,0.0,58.0,324.0
37003040600,4700.0,2903.0,1824.0,1564.0,1261.0,23.0,41.0,87.0,116.0,36.0,242.0,154.0,0.0,0.0,32.0,14.0,42.0,18.0,0.0,0.0,10.0,0.0,8.0,0.0,1079.0,1797.0,1314.0,884.0,752.0,0.0,66.0,56.0,10.0,0.0,393.0,131.0,0.0,0.0,20.0,101.0,141.0,37.0,32.0,0.0,0.0,0.0,0.0,5.0,483.0
37003040700,4309.0,2188.0,1547.0,1274.0,1189.0,0.0,45.0,17.0,23.0,0.0,240.0,137.0,0.0,40.0,0.0,49.0,14.0,33.0,0.0,19.0,0.0,0.0,0.0,14.0,641.0,2121.0,1394.0,1045.0,991.0,0.0,0.0,28.0,26.0,0.0,284.0,122.0,0.0,0.0,19.0,37.0,106.0,65.0,21.0,0.0,0.0,0.0,15.0,29.0,727.0
37005950100,2404.0,1270.0,1040.0,922.0,752.0,0.0,78.0,30.0,2.0,60.0,95.0,18.0,0.0,5.0,23.0,0.0,49.0,23.0,0.0,0.0,0.0,8.0,0.0,15.0,230.0,1134.0,692.0,499.0,469.0,7.0,13.0,0.0,0.0,10.0,174.0,37.0,16.0,22.0,24.0,63.0,12.0,19.0,0.0,0.0,0.0,2.0,11.0,6.0,442.0
37005950200,2279.0,1106.0,749.0,661.0,547.0,16.0,25.0,12.0,41.0,20.0,79.0,18.0,0.0,6.0,0.0,17.0,38.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,357.0,1173.0,701.0,540.0,433.0,12.0,25.0,44.0,22.0,4.0,111.0,45.0,12.0,2.0,13.0,34.0,5.0,50.0,3.0,0.0,23.0,0.0,22.0,2.0,472.0
37005950300,1603.0,814.0,628.0,549.0,507.0,0.0,15.0,0.0,27.0,0.0,79.0,12.0,0.0,7.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,789.0,518.0,458.0,303.0,0.0,38.0,0.0,34.0,83.0,37.0,12.0,0.0,0.0,0.0,25.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,14.0,271.0
37007920100,1838.0,952.0,546.0,499.0,468.0,5.0,12.0,5.0,0.0,9.0,33.0,18.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,406.0,886.0,587.0,463.0,344.0,10.0,61.0,0.0,48.0,0.0,73.0,60.0,0.0,12.0,0.0,0.0,1.0,51.0,7.0,26.0,0.0,0.0,0.0,18.0,299.0
37007920200,1053.0,531.0,426.0,350.0,292.0,0.0,28.0,24.0,0.0,6.0,76.0,26.0,0.0,22.0,11.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,522.0,408.0,296.0,268.0,0.0,12.0,0.0,8.0,8.0,112.0,98.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
37007920301,2722.0,1444.0,1038.0,877.0,786.0,11.0,0.0,7.0,18.0,55.0,99.0,53.0,0.0,0.0,0.0,31.0,15.0,62.0,5.0,0.0,0.0,0.0,57.0,0.0,406.0,1278.0,818.0,651.0,596.0,0.0,9.0,25.0,7.0,14.0,151.0,47.0,0.0,23.0,33.0,44.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,460.0
37007920302,361.0,197.0,183.0,183.0,53.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,164.0,137.0,102.0,91.0,11.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,27.0
37007920400,1647.0,655.0,420.0,375.0,193.0,0.0,21.0,56.0,55.0,50.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,992.0,712.0,590.0,506.0,15.0,0.0,35.0,0.0,34.0,122.0,9.0,0.0,88.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0
37007920501,629.0,312.0,257.0,257.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,317.0,242.0,212.0,135.0,0.0,0.0,0.0,0.0,77.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
37007920502,2501.0,1174.0,769.0,674.0,527.0,0.0,87.0,0.0,31.0,29.0,91.0,82.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,405.0,1327.0,856.0,707.0,513.0,0.0,118.0,21.0,53.0,2.0,124.0,54.0,0.0,0.0,11.0,11.0,48.0,25.0,11.0,0.0,0.0,0.0,0.0,14.0,471.0
37007920600,2229.0,1282.0,1004.0,858.0,732.0,35.0,1.0,0.0,69.0,21.0,79.0,10.0,0.0,33.0,18.0,7.0,11.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,278.0,947.0,652.0,477.0,389.0,0.0,19.0,23.0,3.0,43.0,152.0,44.0,0.0,20.0,50.0,23.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,295.0
37007980000,1237.0,936.0,400.0,324.0,122.0,8.0,26.0,78.0,41.0,49.0,41.0,8.0,0.0,9.0,0.0,18.0,6.0,35.0,8.0,0.0,0.0,11.0,8.0,8.0,536.0,301.0,133.0,88.0,14.0,14.0,0.0,7.0,37.0,16.0,38.0,28.0,0.0,0.0,0.0,0.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,168.0
37009970200,1723.0,917.0,686.0,618.0,414.0,10.0,102.0,40.0,21.0,31.0,67.0,15.0,0.0,0.0,38.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,231.0,806.0,530.0,479.0,391.0,0.0,45.0,12.0,22.0,9.0,38.0,17.0,0.0,1.0,14.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,276.0
37009970300,1368.0,667.0,531.0,459.0,382.0,0.0,0.0,56.0,12.0,9.0,47.0,0.0,0.0,0.0,0.0,32.0,15.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,136.0,701.0,534.0,375.0,341.0,0.0,0.0,0.0,8.0,26.0,145.0,35.0,0.0,82.0,8.0,8.0,12.0,14.0,0.0,0.0,0.0,5.0,0.0,9.0,167.0
37009970400,2876.0,1255.0,1052.0,936.0,787.0,19.0,83.0,9.0,38.0,0.0,95.0,49.0,0.0,0.0,20.0,14.0,12.0,21.0,3.0,0.0,0.0,0.0,16.0,2.0,203.0,1621.0,1213.0,761.0,546.0,6.0,12.0,79.0,69.0,49.0,378.0,183.0,0.0,14.0,145.0,24.0,12.0,74.0,65.0,0.0,0.0,0.0,0.0,9.0,408.0
37009970501,1714.0,755.0,573.0,457.0,401.0,0.0,28.0,0.0,7.0,21.0,109.0,54.0,0.0,0.0,11.0,38.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,4.0,182.0,959.0,656.0,510.0,453.0,0.0,0.0,0.0,14.0,43.0,128.0,87.0,17.0,24.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,303.0
37009970502,1661.0,877.0,631.0,552.0,514.0,8.0,0.0,19.0,0.0,11.0,55.0,21.0,0.0,0.0,7.0,18.0,9.0,24.0,11.0,0.0,0.0,0.0,0.0,13.0,246.0,784.0,511.0,432.0,413.0,0.0,9.0,0.0,5.0,5.0,65.0,52.0,9.0,1.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,7.0,5.0,2.0,273.0
37009970701,2410.0,1434.0,1053.0,882.0,753.0,8.0,29.0,0.0,80.0,12.0,145.0,25.0,0.0,0.0,81.0,20.0,19.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,381.0,976.0,731.0,622.0,560.0,0.0,0.0,0.0,29.0,33.0,109.0,79.0,0.0,14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0
37009970702,940.0,445.0,359.0,323.0,155.0,0.0,91.0,39.0,23.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,86.0,495.0,440.0,301.0,207.0,35.0,32.0,9.0,0.0,18.0,122.0,58.0,0.0,0.0,32.0,0.0,32.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,55.0
37009970801,1344.0,709.0,644.0,531.0,413.0,0.0,13.0,79.0,26.0,0.0,105.0,43.0,0.0,0.0,0.0,0.0,62.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,65.0,635.0,603.0,362.0,296.0,51.0,15.0,0.0,0.0,0.0,209.0,193.0,0.0,0.0,0.0,0.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0
37009970802,1721.0,868.0,801.0,780.0,665.0,0.0,92.0,14.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,853.0,576.0,381.0,289.0,0.0,92.0,0.0,0.0,0.0,195.0,104.0,0.0,39.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0
37011930100,2523.0,1147.0,875.0,660.0,541.0,0.0,15.0,37.0,18.0,49.0,173.0,19.0,0.0,16.0,26.0,77.0,35.0,42.0,22.0,0.0,0.0,0.0,0.0,20.0,272.0,1376.0,1042.0,470.0,291.0,75.0,25.0,3.0,55.0,21.0,386.0,162.0,0.0,0.0,66.0,36.0,122.0,186.0,45.0,0.0,0.0,26.0,1.0,114.0,334.0
